NIT,"DV
SEDE",ORGANIZACIÓN,GRUPO POBLACIONAL,RED TERRITORIAL,LOCALIDAD,BARRIO,DIRECCIÓN,CONTACTO,TELÉFONOS DE CONTACTO,CORREO,DIA DE PEDIDO,FRECUENCIA,SEMANA
900216965,,FUNDACION SOCIAL LA TIA LOREN,JARDÍN INFANTIL,ENGATIVÁ,SUBA,LOS ALMENDROS,CARRERA 114 A No. 151 D - 58,GONZALO ROMERO,3202761919,fundacionsociallatialoren@gmail.com,MARTES,SEMANAL,SEMANAL
901081488,,FUNDACIÓN MIL VIDAS,"1. COMEDOR AMIGO
2. TEJIENDO COMUNIDAD",SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LAS ACACIAS,CALLE 62 SUR No. 19 - 20,EMILSEN GONZÁLEZ FLÓREZ,3103162863 - 3153773662,fundacionmilvidas@gmail.com,VIERNES,QUINCENAL,1 Y 3 SEMANA
901166896,,FUNDACION LAICADO VEDRUNA COLOMBIA FUNVECOL,TEJIENDO COMUNIDAD,SAN PABLO,USME,CENTRO USME URBANO,CALLE 133 A SUR # 14 G - 17,PILAR ALONSO FERNÁNDEZ,3125843563,funvecol90@gmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
901062793,,FUNDACION SINAPSIS COLOMBIA,TERAPÉUTICO POR DISCAPACIDAD,ENGATIVÁ,SUBA,POTRERILLOS,CALLE 132B NO. 101A-66,VIVIANA BARRERA,3134844823/4751616,directora@funsinapsis.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
830101245,,FUNDACION DE ATENCION AL MIGRANTE,TEJIENDO COMUNIDAD,FONTIBÓN,FONTIBÓN,GRANJAS DE TECHO,CALLE 17 No. 68 - 75,SOLEY IZQUIERDO,3058742061,abfamig@gmail.com,LUNES,SEMANAL,SEMANAL
830137589,,FUNDACION PARA EL DESARROLLO INTEGRAL DEL NIÑO ESPECIAL - FUNDINES,TERAPÉUTICO POR DISCAPACIDAD,SAN JOSÉ,ANTONIO NARIÑO,CIUDAD BERNA,"AV CARACAS No. 6-11 SUR
CALLE 13 A SUR No. 12 C - 04",CAROLINA GUERRERO,3057917113 - 3108699092 - 3202315851,fundines@hotmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
900390211,,FUNDACION LA CRUZ PARA UNA COMUNIDAD MEJOR,COMEDOR ESCOLAR,FONTIBÓN,PORVENIR RIO,CUNDINAMARCA,CARRERA 4 # 11 - 21,Hna. Molly Jacob Kumblunkal,8930413/3112876531 Hna Filomena/3223184487,fundacionlacruz@gmail.com,MIÉRCOLES,MENSUAL,2 SEMANA
860007402,,CARMELITAS DESCALZAS,INTERNADO,PADRE MISERICORDIOSO,USAQUÉN,USAQUÉN,CLL 119 N. 1-01,HNA . MARIA DE FATIMA YAMIN MOCARY,323 4905831 - 213 4693 - 313 3946898 - 313 394 68 93,carmelitasdescalzasbogota@yahoo.com,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
860023096,,FUNDACIÓN SANTA ISABEL,INSTITUCIÓN EDUCATIVA,ZIPAQUIRÁ,CAJICÁ,CAJICÁ,KM 27 VÍA CAJICÁ (DENTRO DEL PARQUEADERO DE HOMECENTER),JUAN GABRIEL ROMERO,3125504554,contacto@fundacionsantaisabel.org,LUNES,QUINCENAL,1 Y 3 SEMANA
860021801,,CONGREGACION DE HERMANAS OBLATAS DEL SANTISIMO REDENTOR,INTERNADO,SAN PEDRO,SUBA,PRADO VERANIEGO,"CLL 167 N.48-95 (OFICINAS)
ENVÍO: CALLE 183 No. 8 D - 80 (LIJACÁ / SAN ANTONIO - USAQUEN)",BERTHA ELICIA JAIME LAGOS,3144273514,mariaoviedo183@hotmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
900996944,,FUNDACION EMANAR MISERICORDIA,TERAPÉUTICO POR ADICCIÓN,FONTIBÓN,KENNEDY,PRADERA,CRA. 42 A SUR 79G 05,#N/A,452 06 24/3208041245,,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
900423306,,FUNDACION TALITA KUM,INTERNADO,ZIPAQUIRÁ,ZIPAQUIRÁ - CUNDINAMARCA,TINJACA,CALLE 6 No. 6 - 00,Hna. Dani Santun,321 34 49 769 Hna Soledad,jenyrosario15@gmail.com,JUEVES,MENSUAL,4 SEMANA
900175059,,FUNDACIÓN TORRE FUERTE (FUNTOFU),COMEDOR ESCOLAR,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LUCERO BAJO,CALLE 69 C No. 17 N - 38 SUR,SANDRA PATRICIA MUÑOZ,3219484873 - 2183303,torrefuertefuntofu@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA
900295535,,FUNDACION UNIDAS POR UN FUTURO MEJOR Y PUEDE ACTUAR TAMBIEN BAJO LA SIGLA -UFM,TEJIENDO COMUNIDAD,FONTIBÓN,KENNEDY,VILLA DE LOS SAUCES,CALLE 58 SUR No. 78 A - 26,MARTHA JANETH ORJUELA CADENA,3014082902 - 3014613520,ufmcolombia@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
901064005,,FUNDACIÓN LUZ MARÍA,TEJIENDO COMUNIDAD,ESPÍRITU SANTO,TUNJUELITO,SAN BENITO,CALLE 58 A SUR No. 18 C - 30,MARTHA LILIA BERNAL,3102057257,fundacionluzmaria1@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA
901050523,,FUNDACION AMIGOS SAMARITANOS,COMEDOR ESCOLAR,FONTIBÓN,KENNEDY,LOS ALMENDROS,CALLE 41 SUR No. 98 C - 04,YOSMARY CASTRO,3132301432 - 3142005511,"fundamigossamaritanos@gmail.com, yosmarycastro@gmail.com",MARTES,SEMANAL,SEMANAL
900325873,,FUNDACION MUNDIAL PIDE VIDA,COMEDOR ESCOLAR,SOACHA,SOACHA,SAN HUMBERTO,CALLE 15 NO. 3 -33 EL DORADO 3 PISO Cra 1A este No 14-70 PUNTO DE ENVIO,CARLOS ANDRES OROZCO,3222238050,,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
844004702,,FUNDACION TRES D DERECHO DIGNIDAD Y DESARROLLO POR COLOMBIA ONG 3D C,TERAPÉUTICO POR ADICCIÓN,ENGATIVÁ,ENGATIVÁ,MINUTO DE DIOS,TV. 73 A # 82 - 30 INT 6 APT 219,JORGE ANDRE SANABRIA,536 7023/3212428343,#N/A,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
830051999,,ASOCIACION CREEMOS EN TI,COMEDOR ESCOLAR,INMACULADA CONCEPCIÓN,TEUSAQUILLO,LA SOLEDAD,CALLE 39 NO. 28-40,ANA PATRICIA VARGAS ANGEL,3152905595,"navi.segura@asociacioncreemosenti.org, creeemosenti@asocreemosenti.org",VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
860038537,,FUNDACION SERVICIO JUVENIL,INTERNADO,INMACULADA CONCEPCIÓN,LOS MÁRTIRES,LA FAVORITA,"CALLE 78 No. 27 B - 28 (ENTRADA VEHICULAR - ENTREGA DE PEDIDOS) - CARRERA 28 No. 78 - 44 (ENTRADA PEATONAL)
CALLE 20 No. 18 B - 18 (LA FAVORITA - LOS MÁRTIRES / OPERATIVA)",PADRE JAIME ENRIQUE MORALES AFONSO / NUBIA MORENO CASTILLO,7438562 / 3183673405 / 3104794130,asistentededireccion@serviciojuvenil.org,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
811010001,,FUNDACIÓN UNIVERSITARIA CATÓLICA DEL NORTE,INTERNADO,CRISTO SACERDOTE,TEUSAQUILLO,LA SOLEDAD,TRANSVERSAL 28 B No. 36 - 54,CARLOS QUIROGA,3102288571,csebogota@ucn.edu.co,MARTES,QUINCENAL,2 Y 4 SEMANA
860020370,,FUNDACIÓN MICHIN - HOGARES SUSTITUTOS,INTERNADO,SAN PABLO,RAFAEL URIBE URIBE,PALERMO SUR,CARRERA 1 A ESTE No. 49 D SUR - 33,DAMIÁN VARGAS,3232073266,,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
860020370,,FUNDACIÓN MICHIN - PROGRAMA DE PREVENCIÓN COMUNIDAD,INTERNADO,SOACHA,BOSA,PABLO VI,CARRERA 77 I No. 69 B - 20 SUR,DAMIÁN VARGAS,3232073266,,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
860020370,-2,FUNDACIÓN MICHIN - PROGRAMA DE PROTECCION,INTERNADO,ENGATIVÁ,ENGATIVÁ,SANTA MARÍA DEL LAGO,CALLE 72 A No. 72 A - 43,DAMIÁN VARGAS,3232073266,,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
830044442,,ASOCIACIÓN DE MADRES COMUNITARIAS Y PADRES USUARIOS HOGARES PARA EL PROGRESO,JARDÍN INFANTIL,ENGATIVÁ,SUBA,SANTA CECILIA,CARRERA 155 No. 135 - 35,AIDA YOMARA MELO MARTÍNEZ,"3108086068, 3209352902",hparaelprogreso@gmail.com,VIERNES,SEMANAL,SEMANAL
900221139,,FUNDACION EVOLUCIONA,TERAPÉUTICO POR ADICCIÓN,ENGATIVÁ,ENGATIVÁ,LAS FERIAS,CARRERA 82A No. 80 - 99,BRAYAN ÁNDRES GUTIERREZ GUZMÁN,6953915-4858371 - 313 374 4337,info@fundacionevoluciona.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
900375638,,FUNDACIÓN CAKIKE,COMEDOR ESCOLAR,INMACULADA CONCEPCIÓN,CANDELARIA,EGIPTO,CARRERA 1 No. 8 - 23,LAURY JULIETH MÁRQUEZ MENDOZA,3203510986,laury.marquez@cakike.org,MARTES,SEMANAL,SEMANAL
860522633,,PARROQUIA LOS SANTOS ANGELES CUSTODIOS,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,PUENTE ARANDA,ACEVEDO TEJADA,CALLE 28 # 32A - 07,PADRE CAMPO ELIAS ROBAYO CRUZ,3167919884,plossantosangelescustodios@arquibogota.org.co,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
860008867,-2,FUNDACION SAN ANTONIO - ARROYO,COMEDOR AMIGO,SOACHA,CIUDAD BOLÍVAR,LUCERO,CALLE 42 C NO. 23B ESTE 12 - ARROYO,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-4,FUNDACION SAN ANTONIO - BETANIA,COMEDOR AMIGO,SOACHA,CIUDAD BOLÍVAR,LUCERO,CALLE 52 NO. 7-94 LEÓN XXIII,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-5,FUNDACION SAN ANTONIO - CARACOLI,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,SAN ANTONIO,CALLE 73L NO. 77L -47 CARACOLI,,,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
900072949,,HERMANAS CARMELITAS DEL SAGRADO CORAZON,BUEN SAMARITANO,SAN PABLO,USME,CASA LOMA,"CARRERA 8 F BIS ESTE No. 88 J - 10 SUR
CALLE 182 No. 3 - 27",HERMANA MARÍA LOURDES LIMÓN ARAMBURO,3219842631,comstateresausme@gmail.com,JUEVES,SEMANAL,SEMANAL
860008867,-7,FUNDACION SAN ANTONIO - JERUSALEN,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LUCERO,CRA 46 NO. 73B-17 SUR JERUSALEN,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-8,FUNDACION SAN ANTONIO - LUCERO,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LUCERO,CRA17 F NO. 71 A-24 SUR,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-9,FUNDACION SAN ANTONIO - SANTO DOMINGO,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LUCERO,CALLE 68 BIS SUR NO. 77A-18- SANTO DOMIGO,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-2,FUNDACION SAN ANTONIO - ARROYO,COMEDOR AMIGO,SOACHA,CIUDAD BOLÍVAR,LUCERO,CALLE 42 C NO. 23B ESTE 12 - ARROYO,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-4,FUNDACION SAN ANTONIO - BETANIA,COMEDOR AMIGO,SOACHA,CIUDAD BOLÍVAR,LUCERO,CALLE 52 NO. 7-94 LEÓN XXIII,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-7,FUNDACION SAN ANTONIO - JERUSALEN,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LUCERO,CRA 46 NO. 73B-17 SUR JERUSALEN,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-8,FUNDACION SAN ANTONIO - LUCERO,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LUCERO,CRA17 F NO. 71 A-24 SUR,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-9,FUNDACION SAN ANTONIO - SANTO DOMINGO,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LUCERO,CALLE 68 BIS SUR NO. 77A-18- SANTO DOMIGO,MARIANA CÓRDOBA,3167485205,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-12,FUNDACION SAN ANTONIO - PADRE PIO,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,SAN ANTONIO,CRA 2 NO. 90-31 SUR,,,gestionsocial@fundacionsanantonio.org,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-13,FUNDACION SAN ANTONIO - PARROQUIA SAN JUAN DIEGO - CAPILLA LA ESTRELLITA,COMEDOR ESCOLAR,PADRE MISERICORDIOSO,USAQUÉN,LA ESTRELLITA,CARRERA 3 No. 188 - 31,LEIDY CAROLINA CHACÓN,3142924161,gestionsocial@fundacionsanantonio.org,LUNES,SEMANAL,SEMANAL
860008867,-14,FUNDACION SAN ANTONIO - PARROQUIA BEATO MIGUEL RUA,COMEDOR ESCOLAR,PADRE MISERICORDIOSO,USAQUÉN,JUAN PABLO,CALLE 181 B CON CARRERA 3,LEIDY CAROLINA CHACÓN,3142924161,gestionsocial@fundacionsanantonio.org,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
860008867,-15,FUNDACION SAN ANTONIO - PARROQUIA SAN CALIXTO CARAVARIO - CAPILLA MARÍA AUXILIADORA,COMEDOR ESCOLAR,PADRE MISERICORDIOSO,USAQUÉN,CERRO NORTE,CARRERA 1 A No. 160 B - 21,LEIDY CAROLINA CHACÓN,3142924161,gestionsocial@fundacionsanantonio.org,LUNES,QUINCENAL,2 Y 4 SEMANA
830137185,,PARROQUIA SAN CALIXTO CARAVARIO,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,PERLA VILLA NIDIA,CALLE 162 A # 4A - 79,PADRE GERARDO MARTINEZ SALAMANCA - JANETH RINCÓN RUIZ,3132512927 - 3166824486,,MIÉRCOLES,SEMANAL,SEMANAL
860014310,,CONGREGACION DOMINICAS DE NUESTRA SEÑORA DEL SANTISIMO ROSARIO,JARDÍN INFANTIL,PADRE MISERICORDIOSO,USAQUÉN,CANAIMA,CRA 21 NO 196 A - 12,SOR CECILIA VALENZUELA,3206928604,sorcecilia05@hotmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
860528174,,FUNDACION SAN CIPRIANO,COMEDOR AMIGO,CRISTO SACERDOTE,CHAPINERO,PARDO RUBIO,TRANS 3 C No. 51A - 46,"ELIZABETH MESA
BEATRIZ RESTREPO","3142943192
3212155822",sancipriano85@gmail.com,SÁBADO,SEMANAL,SEMANAL
900484723,,FUNDACION COLOMBIAN DREAM,COMEDOR AMIGO,CRISTO SACERDOTE,TEUSAQUILLO,GALERÍAS,CALLE 52 No. 18 - 76,YINDA MEDINA CLAUDIA MARCELA SANCHEZ,3163367221 (PEDIDOS) - 3176518243 - 3153097479,colombiandreampro@hotmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
900848805,,FUNDACION FAMILIAS CRECIENDO CON AMOR - HOGAR NAZARET,COMEDOR ESCOLAR,CRISTO SACERDOTE,LA CALERA,COWVICAL,CALLE 10 A No. 2 B - 31,LIRIS MONTEALEGRE LONDOÑO,3138248006,familiascreciendoconamor@gmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA DEL MES
900848805,,FUNDACION FAMILIAS CRECIENDO CON AMOR - HOGAR MARÍA,COMEDOR ESCOLAR,CRISTO SACERDOTE,LA CALERA,COWVICAL,CALLE 10 A No. 2 B - 31,LIRIS MONTEALEGRE LONDOÑO,3138248006,familiascreciendoconamor@gmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA DEL MES
900848413,,FUNDACION ACCION POR LA INFANCIA,JARDÍN INFANTIL,CRISTO SACERDOTE,LA CALERA,LA CALERA,CRA 11 A ESTE # 94A -44 KM 5 VIA LA CALERA,DIANA ISABEL PACHECO OSORIO,320 3161120 - 649 4606/350 323 7742,informes@funapicolombia.org,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
900871109,,FUNDACION 33 SUEÑOS,COMEDOR ESCOLAR,SOACHA,SOACHA,CASA LOMA - ALTOS DE CAZUCA COMUNA 4,CALLE 59 B 17 A - 26 ESTE,SOLANGE ROCHA BARRAGAN,3214538169 - 4730202 - 3014956105,fundacion33suenos@gmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
900871109,,FUNDACION 33 SUEÑOS - SEDE ADMINISTRATIVA,COMEDOR ESCOLAR,INMACULADA CONCEPCIÓN,PUENTE ARANDA,CIUDAD MONTES,CRA 35 B NO. 10 A - 08 SUR,SOLANGE ROCHA BARRAGAN,3214538169 - 4730202 - 3014956105,fundacion33suenos@gmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
860008953,,INSTITUTO DE RELIGIOSAS ESCLAVAS DEL SACRATISIMO CORAZON DE JESUS,INTERNADO,PADRE MISERICORDIOSO,SAN ANTONIO NOROORIENTAL,USAQUÉN,CALLE 175 NO. 20 A - 26 ADMIN - CRA 77 N.75-23 SUR OPERATIVA,HERMANA CECILIA RODRIGUEZ,3144351389,#N/A,LUNES,MENSUAL,1 SEMANA
900416995,,FUNDACION PARA EL DESARROLLO INTEGRAL ARTE Y PARTE,COMEDOR AMIGO,SOACHA,SOACHA,,CARRERA 7a No. 15 - 26,YADIRA REYES C,3204184483-3134249351,hacedorsuenos@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
800055599,-2,FUNDACION APOYAR FUNDAP - LINCON,"1. COMEDOR AMIGO
2. TEJIENDO COMUNIDAD",SOACHA,SOACHA,LINCON,CALLE 18 #7A-36,KARENT MENDOZA CASTIBLANCO,3228867142,apoyar@fundacionapoyar.org.co,MARTES,SEMANAL,SEMANAL
901715742,,FUNDACIÓN VIUDAS DE LOS VETERANOS DE LA GUERRA DE COREA Y FUERZAS ARMADAS DE COLOMBIA,TEJIENDO COMUNIDAD,ENGATIVÁ,ENGATIVÁ,BOSQUE POPULAR,CARRERA 69 J No. 63 C - 68,MARÍA ELCIRA BALLESTERO,3114817873,maeba60@gmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA
900306654,,FUNDACION TRASPASANDO FRONTERAS,TERAPÉUTICO POR DISCAPACIDAD,ZIPAQUIRÁ,CAJICÁ - CUNDINAMARCA,CAJICÁ,"VÍA CHÍA - CAJICÁ KM 1,5 CENTRO EMPRESARIAL NOU LOCAL 115",GINA SÁNCHEZ DE BECERRA,863 02 67 / 312 485 08 00-3132624669 gerente,,MIÉRCOLES,SEMANAL,SEMANAL
900114434,,PARROQUIA SANTÍSIMO SACRAMENTO,BUEN SAMARITANO SIN BENEFICIO,ENGATIVÁ,ENGATIVÁ,LA ISABELA,CALLE 64 D No. 85 - 26,ALICIA CARREÑO CARRASCAL,3233298946 - 2242470 (LLAMAR SOLO EN HORAS DE LA TARDE - HORARIO ATENCIÓN DESPACHO),diocensacramento1@yahoo.com,JUEVES,QUINCENAL,2 Y 4 SEMANA
900676770,,FUNDACION SOCIAL LA FE LA ESPERANZA Y EL AMOR,ADULTO MAYOR,SAN PABLO,USME,ARRAYANES,CARRERA 14 A ESTE No. 91 B - 22,PATRICIA CABEZAS,3104825900/7313343,patriciacabezas2013@gmail.com,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
901127826,,FUNDACION IBUR,ADULTO MAYOR,SAN PABLO,RAFAEL URIBE URIBE,MOLINOS II,DG 49G BIS No. 5 Z-30,MARISOL BEJARANO,3143231958,fundacionibur17@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
900936439,,FUNDACIÓN CORAZONESUNIDOS,"1. COMEDOR AMIGO
2. TEJIENDO COMUNIDAD",SOACHA,BOSA,SAN ANTONIO,CARRERA 89 BIS No. 67 SUR - 39,JEIMMY TATIANA BENAVIDEZ,3133265026 / 3102967029 / 572 0730,corazonesunidos04@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
900442811,-1,FUNDACION AMIGUITOS ROYAL - CENTRO DE NUTRICION Y DESARROLLO MIGUEL ESTEFAN,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,SAN CRISTOBAL NORTE,CRA 8G No. 163C-80,AMPARO RUBIO,3138703472,direccion@fundacionamiguitosroyal.org,MARTES,MENSUAL,2 SEMANA
900442811,-2,FUNDACION AMIGUITOS ROYAL - CENTRO DE NUTRICION Y DESARROLLO AMIGUITOS,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,TIBABITA,CRA 8 NO. 186-58,BRIANDA SARMIENTO,3103102131,direccion@fundacionamiguitosroyal.org,MARTES,MENSUAL,2 SEMANA
900442811,-3,FUNDACION AMIGUITOS ROYAL - CENTRO DE NUTRICIÓN Y DESARROLLO GENESIS,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,TIBABITA,CALLE 162 A No. 4A-82,MARISOL TORRES,3164741106 - 3103093519,direccion@fundacionamiguitosroyal.org,MARTES,MENSUAL,2 SEMANA
901219778,,FUNDACION BEATRIZ,ADULTO MAYOR,ENGATIVÁ,ENGATIVÁ,NORMANDIA PRIMER SECTOR,CALLE 56 A#71-41,,2631017-7179425-3118559616,ernesto800@hotmail.com,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
830126695,,ASOCIACION JARDÍN FELIZ - ESCUELA SOL NACIENTE,COMEDOR AMIGO,ZIPAQUIRÁ,TOCANCIPA,LOS ALPES,CALLE 8 No. 3 B - 02,MARÍA EUGENIA VIANA ESTRADA,3103085547 - 3154459967 - 3103082643,solnaciente.es@gmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA
900059155,,SEMINARIO ARQUIDIOCESANO MISIONERO REDEMPTORIS MATER,INTERNADO,INMACULADA CONCEPCIÓN,SANTA FÉ,LOS LACHES,DIAGONAL 6 No. 7 A - 60 ESTE,"PADRE JOSE VICENTE SANDINO (RECTOR), PADRE LUCCA MANI (VICERRECTOR)",7430059 - 3202365249 (PADRE LUCCA) - 3143573177 (PADRE JOSÉ VICENTE),srmbogota@outlook.com,VIERNES,SEMANAL,SEMANAL
900687126,,IGLESIA INTEGRAL VIDA ABUNDANTE DE COLOMBIA,TEJIENDO COMUNIDAD,ENGATIVÁ,SUBA,VILLA MARÍA,CALLE 136 A No. 112 A - 09,WILSON HERRERA - ANAIS ISAZA - STELLA RINCÓN,3208534760,pastorwilsonad@hotmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA
900099543,,PARROQUIA DE BETANIA,TEJIENDO COMUNIDAD,FONTIBÓN,BOSA,BETANIA,CALLE 51 B SUR No. 86 A - 22,PADRE JAIRO ALBERTO ALGUILAR GONZÁLEZ,3212562435,parroquiabetania@diocesisdefontibon.com,LUNES,QUINCENAL,2 Y 4 SEMANA
900976007,,FUNDACION COLOMBIANA POR LA INCLUSION SOCIAL,ADULTO MAYOR,SAN JOSÉ,RAFAEL URIBE URIBE,QUIROGA SUR,CALLE 41B SUR # 20 - 36,ALEJANDRA LOAIZA,3192546750,f-colinso@hotmail.com,VIERNES,SEMANAL,SEMANAL
860011251,,HERMANAS MISIONERAS DE LA CONSOLATA,COMEDOR AMIGO,INMACULADA CONCEPCIÓN,LOS MÁRTIRES,EL VERGEL,CRA 24 N.1B-25,MARIA DA GRACA DUARTE AMADO,3118555133,amm.consolata@gmail.com,MARTES,MENSUAL,2 SEMANA
900307700,,FUNDACION CARMELO MISIONERO SOLIDARIO,COMEDOR AMIGO,CRISTO SACERDOTE,BARRIOS UNIDOS,LA CASTELLANA,"CRA 49 No. 94-09
CARRERA 87F #34A - 15 SUR (PUNTO DE ENVIO)",HERMANA AIDA,3204238090/2362153,fcarmisol@gmail.com,MARTES,SEMANAL,SEMANAL
900951778,,FUNDACION LAURA CATALINA PINTO TORRES,TEJIENDO COMUNIDAD,SAN PABLO,SAN CRISTÓBAL,QUINTA RAMOS,CRA 8 NO. 13-34 SUR BL 5 AP 501,BETTY TORRES,2096759-3002863090-3058161645,,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
900951778,,FUNDACION LAURA CATALINA PINTO TORRES,COMEDOR AMIGO,SAN PABLO,SAN CRISTÓBAL,QUINTA RAMOS,CRA 8 NO. 13-34 SUR BL 5 AP 501,BETTY TORRES,2096759-3002863090-3058161645,,MIÉRCOLES,SEMANAL,1 Y 3 SEMANA
830074365,,FUNDACION HOGAR NUEVA GRANADA,INSTITUCIÓN EDUCATIVA,CRISTO SACERDOTE,CHAPINERO,CIRCUNVALAR,AV CIRCUNVALAR No. 67-50,FRANCIA INÉS NARANJO,3204845957,administracion@hogarnuevagranada.org,MIÉRCOLES,SEMANAL,SEMANAL
900999732,,FUNDACION UNA MIRADA AL FUTURO EN IGUALDAD DE GENERO,TEJIENDO COMUNIDAD,ENGATIVÁ,SUBA,VILLA ELISA,CALLE 132 C No. 92 A - 14,AMANDA LUCIA RODRIGUEZ MARCHENA,3142343398,fungenerofundacion@gmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
860029856,,HERMANAS PEQUEÑAS APOSTOLES DE LA REDENCION,INTERNADO,INMACULADA CONCEPCIÓN,CANDELARIA,CANDELARIA CENTRO,CALLE 12 D No. 3 - 47,HNA. CARMEN MUÑOZ,3117463419 - 3148261403,veracruzhpar@gmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
900607318,,FUNDACION 2 PECES,TEJIENDO COMUNIDAD,SAN PEDRO,SUBA,NUEVA ZELANDIA,CALLE 181 No. 48 A - 10,GERSON GELVES JIMÉNEZ,3004643280,dospecesfundacion@gmail.com,VIERNES,MENSUAL,2 SEMANA
